Sec,Temp,goal_temp,initial_temp,error,integral_error,u,PWM,Kp,Ki
316.0,38.31,38.13,28.12,-0.01,26.89,1.06,255.0,5.25,0.04
316.5,38.31,38.13,28.12,-0.01,26.89,1.06,255.0,5.25,0.04
317.0,38.31,38.13,28.12,-0.01,26.88,1.06,255.0,5.25,0.04
317.5,38.38,38.13,28.12,-0.02,26.87,1.04,255.0,5.25,0.04
318.0,38.38,38.13,28.12,-0.02,26.86,1.04,255.0,5.25,0.04
318.5,38.38,38.13,28.12,-0.02,26.85,1.04,255.0,5.25,0.04
319.0,38.38,38.13,28.12,-0.02,26.85,1.04,255.0,5.25,0.04
319.5,38.38,38.13,28.12,-0.02,26.84,1.04,255.0,5.25,0.04
320.0,38.44,38.13,28.12,-0.02,26.83,1.02,255.0,5.25,0.04
320.5,38.44,38.13,28.12,-0.02,26.82,1.02,255.0,5.25,0.04
321.0,38.5,38.13,28.12,-0.02,26.81,1.0,254.0,5.25,0.04
321.5,38.5,38.13,28.12,-0.02,26.79,1.0,253.0,5.25,0.04
322.0,38.5,38.13,28.12,-0.02,26.78,1.0,253.0,5.25,0.04
322.5,38.5,38.13,28.12,-0.02,26.77,0.99,253.0,5.25,0.04
323.0,38.5,38.13,28.12,-0.02,26.76,0.99,253.0,5.25,0.04
323.5,38.56,38.13,28.12,-0.03,26.74,0.97,247.0,5.25,0.04
324.0,38.56,38.13,28.12,-0.03,26.73,0.97,247.0,5.25,0.04
324.5,38.56,38.13,28.12,-0.03,26.71,0.97,247.0,5.25,0.04
325.0,38.56,38.13,28.12,-0.03,26.7,0.97,247.0,5.25,0.04
325.5,38.63,38.13,28.12,-0.03,26.68,0.95,241.0,5.25,0.04
326.0,38.63,38.13,28.12,-0.03,26.67,0.95,241.0,5.25,0.04
326.5,38.69,38.13,28.12,-0.04,26.65,0.92,235.0,5.25,0.04
327.0,38.69,38.13,28.12,-0.04,26.63,0.92,235.0,5.25,0.04
327.5,38.69,38.13,28.12,-0.04,26.61,0.92,235.0,5.25,0.04
328.0,38.75,38.13,28.12,-0.04,26.59,0.9,229.0,5.25,0.04
328.5,38.81,38.13,28.12,-0.05,26.57,0.88,223.0,5.25,0.04
329.0,38.81,38.13,28.12,-0.05,26.54,0.88,223.0,5.25,0.04
329.5,38.81,38.13,28.12,-0.05,26.52,0.88,223.0,5.25,0.04
330.0,38.81,38.13,28.12,-0.05,26.5,0.88,223.0,5.25,0.04
330.5,38.81,38.13,28.12,-0.05,26.48,0.87,222.0,5.25,0.04
331.0,38.81,38.13,28.12,-0.05,26.45,0.87,222.0,5.25,0.04
331.5,38.94,38.13,28.12,-0.05,26.43,0.83,211.0,5.25,0.04
332.0,38.88,38.13,28.12,-0.05,26.4,0.85,216.0,5.25,0.04
332.5,38.88,38.13,28.12,-0.05,26.38,0.85,216.0,5.25,0.04
333.0,38.88,38.13,28.12,-0.05,26.35,0.85,216.0,5.25,0.04
333.5,38.88,38.13,28.12,-0.05,26.33,0.85,215.0,5.25,0.04
334.0,38.94,38.13,28.12,-0.05,26.3,0.82,210.0,5.25,0.04
334.5,38.94,38.13,28.12,-0.05,26.27,0.82,209.0,5.25,0.04
335.0,38.94,38.13,28.12,-0.05,26.25,0.82,209.0,5.25,0.04
335.5,39.0,38.13,28.12,-0.06,26.22,0.8,203.0,5.25,0.04
336.0,39.0,38.13,28.12,-0.06,26.19,0.8,203.0,5.25,0.04
336.5,39.06,38.13,28.12,-0.06,26.16,0.77,197.0,5.25,0.04
337.0,39.0,38.13,28.12,-0.06,26.13,0.8,202.0,5.25,0.04
337.5,39.0,38.13,28.12,-0.06,26.1,0.79,202.0,5.25,0.04
338.0,39.0,38.13,28.12,-0.06,26.07,0.79,202.0,5.25,0.04
338.5,39.06,38.13,28.12,-0.06,26.04,0.77,196.0,5.25,0.04
339.0,39.06,38.13,28.12,-0.06,26.01,0.77,195.0,5.25,0.04
339.5,39.06,38.13,28.12,-0.06,25.98,0.77,195.0,5.25,0.04
340.0,39.06,38.13,28.12,-0.06,25.95,0.77,195.0,5.25,0.04
340.5,39.13,38.13,28.12,-0.07,25.92,0.74,189.0,5.25,0.04
341.0,39.13,38.13,28.12,-0.07,25.88,0.74,189.0,5.25,0.04
341.5,39.13,38.13,28.12,-0.07,25.85,0.74,188.0,5.25,0.04
342.0,39.13,38.13,28.12,-0.07,25.82,0.74,188.0,5.25,0.04
342.5,39.13,38.13,28.12,-0.07,25.79,0.74,188.0,5.25,0.04
343.0,39.13,38.13,28.12,-0.07,25.75,0.74,187.0,5.25,0.04
343.5,39.13,38.13,28.12,-0.07,25.72,0.73,187.0,5.25,0.04
344.0,39.13,38.13,28.12,-0.07,25.69,0.73,186.0,5.25,0.04
344.5,39.13,38.13,28.12,-0.07,25.65,0.73,186.0,5.25,0.04
345.0,39.13,38.13,28.12,-0.07,25.62,0.73,186.0,5.25,0.04
345.5,39.13,38.13,28.12,-0.07,25.59,0.73,185.0,5.25,0.04
346.0,39.13,38.13,28.12,-0.07,25.56,0.73,185.0,5.25,0.04
346.5,39.13,38.13,28.12,-0.07,25.52,0.73,185.0,5.25,0.04
347.0,39.19,38.13,28.12,-0.07,25.49,0.7,179.0,5.25,0.04
347.5,39.19,38.13,28.12,-0.07,25.45,0.7,178.0,5.25,0.04
348.0,39.13,38.13,28.12,-0.07,25.42,0.72,184.0,5.25,0.04
348.5,39.13,38.13,28.12,-0.07,25.39,0.72,183.0,5.25,0.04
349.0,39.13,38.13,28.12,-0.07,25.35,0.72,183.0,5.25,0.04
349.5,39.13,38.13,28.12,-0.07,25.32,0.72,183.0,5.25,0.04
350.0,39.13,38.13,28.12,-0.07,25.29,0.72,182.0,5.25,0.04
350.5,39.13,38.13,28.12,-0.07,25.25,0.72,182.0,5.25,0.04
351.0,39.06,38.13,28.12,-0.06,25.22,0.74,187.0,5.25,0.04
351.5,39.13,38.13,28.12,-0.07,25.19,0.71,181.0,5.25,0.04
352.0,39.06,38.13,28.12,-0.06,25.16,0.73,186.0,5.25,0.04
352.5,39.13,38.13,28.12,-0.07,25.13,0.71,180.0,5.25,0.04
353.0,39.13,38.13,28.12,-0.07,25.09,0.71,180.0,5.25,0.04
353.5,39.13,38.13,28.12,-0.07,25.06,0.71,180.0,5.25,0.04
354.0,39.06,38.13,28.12,-0.06,25.03,0.73,185.0,5.25,0.04
354.5,39.13,38.13,28.12,-0.07,25.0,0.7,179.0,5.25,0.04
355.0,39.13,38.13,28.12,-0.07,24.97,0.7,179.0,5.25,0.04
355.5,39.13,38.13,28.12,-0.07,24.93,0.7,178.0,5.25,0.04
356.0,39.06,38.13,28.12,-0.06,24.9,0.72,184.0,5.25,0.04
356.5,39.13,38.13,28.12,-0.07,24.87,0.7,178.0,5.25,0.04
357.0,39.13,38.13,28.12,-0.07,24.84,0.7,177.0,5.25,0.04
357.5,39.06,38.13,28.12,-0.06,24.8,0.72,183.0,5.25,0.04
358.0,39.13,38.13,28.12,-0.07,24.77,0.69,177.0,5.25,0.04
358.5,39.06,38.13,28.12,-0.06,24.74,0.72,182.0,5.25,0.04
359.0,39.06,38.13,28.12,-0.06,24.71,0.71,182.0,5.25,0.04
359.5,39.06,38.13,28.12,-0.06,24.68,0.71,181.0,5.25,0.04
360.0,39.0,38.13,28.12,-0.06,24.65,0.73,186.0,5.25,0.04
360.5,39.06,38.13,28.12,-0.06,24.62,0.71,181.0,5.25,0.04
361.0,39.06,38.13,28.12,-0.06,24.59,0.71,180.0,5.25,0.04
361.5,39.0,38.13,28.12,-0.06,24.56,0.73,185.0,5.25,0.04
362.0,39.0,38.13,28.12,-0.06,24.53,0.73,185.0,5.25,0.04
362.5,39.0,38.13,28.12,-0.06,24.5,0.73,185.0,5.25,0.04
363.0,39.0,38.13,28.12,-0.06,24.47,0.73,184.0,5.25,0.04
363.5,39.0,38.13,28.12,-0.06,24.44,0.72,184.0,5.25,0.04
364.0,39.0,38.13,28.12,-0.06,24.42,0.72,184.0,5.25,0.04
364.5,38.94,38.13,28.12,-0.05,24.39,0.74,189.0,5.25,0.04
365.0,38.94,38.13,28.12,-0.05,24.36,0.74,189.0,5.25,0.04
365.5,39.0,38.13,28.12,-0.06,24.33,0.72,183.0,5.25,0.04
366.0,38.94,38.13,28.12,-0.05,24.31,0.74,188.0,5.25,0.04
366.5,38.94,38.13,28.12,-0.05,24.28,0.74,188.0,5.25,0.04
367.0,38.94,38.13,28.12,-0.05,24.25,0.74,188.0,5.25,0.04
367.5,39.0,38.13,28.12,-0.06,24.22,0.71,182.0,5.25,0.04
368.0,39.0,38.13,28.12,-0.06,24.2,0.71,182.0,5.25,0.04
368.5,39.0,38.13,28.12,-0.06,24.17,0.71,181.0,5.25,0.04
369.0,38.94,38.13,28.12,-0.05,24.14,0.73,186.0,5.25,0.04
369.5,38.94,38.13,28.12,-0.05,24.11,0.73,186.0,5.25,0.04
370.0,38.94,38.13,28.12,-0.05,24.09,0.73,186.0,5.25,0.04
370.5,38.94,38.13,28.12,-0.05,24.06,0.73,186.0,5.25,0.04
371.0,38.94,38.13,28.12,-0.05,24.03,0.73,185.0,5.25,0.04
371.5,38.94,38.13,28.12,-0.05,24.01,0.73,185.0,5.25,0.04
372.0,38.94,38.13,28.12,-0.05,23.98,0.73,185.0,5.25,0.04
372.5,38.94,38.13,28.12,-0.05,23.95,0.73,184.0,5.25,0.04
373.0,38.94,38.13,28.12,-0.05,23.93,0.72,184.0,5.25,0.04
373.5,38.94,38.13,28.12,-0.05,23.9,0.72,184.0,5.25,0.04
374.0,38.88,38.13,28.12,-0.05,23.88,0.74,189.0,5.25,0.04
374.5,38.94,38.13,28.12,-0.05,23.85,0.72,183.0,5.25,0.04
375.0,38.94,38.13,28.12,-0.05,23.82,0.72,183.0,5.25,0.04
375.5,38.94,38.13,28.12,-0.05,23.8,0.72,183.0,5.25,0.04
376.0,38.94,38.13,28.12,-0.05,23.77,0.72,182.0,5.25,0.04
376.5,38.94,38.13,28.12,-0.05,23.74,0.72,182.0,5.25,0.04
377.0,38.94,38.13,28.12,-0.05,23.72,0.72,182.0,5.25,0.04
377.5,38.94,38.13,28.12,-0.05,23.69,0.71,182.0,5.25,0.04
378.0,38.88,38.13,28.12,-0.05,23.66,0.73,187.0,5.25,0.04
378.5,38.94,38.13,28.12,-0.05,23.64,0.71,181.0,5.25,0.04
379.0,38.94,38.13,28.12,-0.05,23.61,0.71,181.0,5.25,0.04
379.5,38.94,38.13,28.12,-0.05,23.58,0.71,180.0,5.25,0.04
380.0,38.94,38.13,28.12,-0.05,23.56,0.71,180.0,5.25,0.04
380.5,38.88,38.13,28.12,-0.05,23.53,0.73,185.0,5.25,0.04
381.0,38.88,38.13,28.12,-0.05,23.51,0.73,185.0,5.25,0.04
381.5,38.88,38.13,28.12,-0.05,23.48,0.73,185.0,5.25,0.04
382.0,38.88,38.13,28.12,-0.05,23.46,0.73,185.0,5.25,0.04
382.5,38.94,38.13,28.12,-0.05,23.43,0.7,179.0,5.25,0.04
383.0,38.94,38.13,28.12,-0.05,23.4,0.7,179.0,5.25,0.04
383.5,38.94,38.13,28.12,-0.05,23.38,0.7,178.0,5.25,0.04
384.0,38.94,38.13,28.12,-0.05,23.35,0.7,178.0,5.25,0.04
384.5,38.88,38.13,28.12,-0.05,23.33,0.72,183.0,5.25,0.04
385.0,38.88,38.13,28.12,-0.05,23.3,0.72,183.0,5.25,0.04
385.5,38.94,38.13,28.12,-0.05,23.28,0.7,177.0,5.25,0.04
386.0,38.88,38.13,28.12,-0.05,23.25,0.72,182.0,5.25,0.04
386.5,38.94,38.13,28.12,-0.05,23.22,0.69,177.0,5.25,0.04
387.0,38.88,38.13,28.12,-0.05,23.2,0.72,182.0,5.25,0.04
387.5,38.88,38.13,28.12,-0.05,23.17,0.71,182.0,5.25,0.04
388.0,38.88,38.13,28.12,-0.05,23.15,0.71,181.0,5.25,0.04
388.5,38.88,38.13,28.12,-0.05,23.12,0.71,181.0,5.25,0.04
389.0,38.88,38.13,28.12,-0.05,23.1,0.71,181.0,5.25,0.04
389.5,38.81,38.13,28.12,-0.05,23.08,0.73,186.0,5.25,0.04
390.0,38.81,38.13,28.12,-0.05,23.06,0.73,186.0,5.25,0.04
390.5,38.81,38.13,28.12,-0.05,23.03,0.73,186.0,5.25,0.04
391.0,38.81,38.13,28.12,-0.05,23.01,0.73,185.0,5.25,0.04
391.5,38.81,38.13,28.12,-0.05,22.99,0.73,185.0,5.25,0.04
392.0,38.81,38.13,28.12,-0.05,22.96,0.73,185.0,5.25,0.04
392.5,38.75,38.13,28.12,-0.04,22.94,0.75,190.0,5.25,0.04
393.0,38.75,38.13,28.12,-0.04,22.92,0.75,190.0,5.25,0.04
393.5,38.75,38.13,28.12,-0.04,22.9,0.75,190.0,5.25,0.04
394.0,38.75,38.13,28.12,-0.04,22.88,0.75,189.0,5.25,0.04
394.5,38.75,38.13,28.12,-0.04,22.86,0.74,189.0,5.25,0.04
395.0,38.75,38.13,28.12,-0.04,22.84,0.74,189.0,5.25,0.04
395.5,38.75,38.13,28.12,-0.04,22.82,0.74,189.0,5.25,0.04
396.0,38.75,38.13,28.12,-0.04,22.8,0.74,189.0,5.25,0.04
396.5,38.75,38.13,28.12,-0.04,22.78,0.74,188.0,5.25,0.04
397.0,38.75,38.13,28.12,-0.04,22.76,0.74,188.0,5.25,0.04
397.5,38.81,38.13,28.12,-0.05,22.74,0.72,182.0,5.25,0.04
398.0,38.75,38.13,28.12,-0.04,22.72,0.74,188.0,5.25,0.04
398.5,38.75,38.13,28.12,-0.04,22.7,0.74,187.0,5.25,0.04
399.0,38.75,38.13,28.12,-0.04,22.67,0.74,187.0,5.25,0.04
399.5,38.75,38.13,28.12,-0.04,22.65,0.74,187.0,5.25,0.04
400.0,38.75,34.13,28.12,-0.3,22.5,-0.65,0.0,5.25,0.04
400.5,38.75,34.13,28.12,-0.3,22.35,-0.66,0.0,5.25,0.04
401.0,38.75,34.13,28.12,-0.3,22.2,-0.67,0.0,5.25,0.04
401.5,38.75,34.13,28.12,-0.3,22.05,-0.67,0.0,5.25,0.04
402.0,38.75,34.13,28.12,-0.3,21.89,-0.68,0.0,5.25,0.04
402.5,38.75,34.13,28.12,-0.3,21.74,-0.69,0.0,5.25,0.04
403.0,38.75,34.13,28.12,-0.3,21.59,-0.69,0.0,5.25,0.04
403.5,38.75,34.13,28.12,-0.3,21.44,-0.7,0.0,5.25,0.04
404.0,38.75,34.13,28.12,-0.3,21.28,-0.7,0.0,5.25,0.04
404.5,38.69,34.13,28.12,-0.3,21.13,-0.69,0.0,5.25,0.04
405.0,38.69,34.13,28.12,-0.3,20.98,-0.7,0.0,5.25,0.04
405.5,38.63,34.13,28.12,-0.3,20.84,-0.68,0.0,5.25,0.04
406.0,38.63,34.13,28.12,-0.3,20.69,-0.69,0.0,5.25,0.04
406.5,38.56,34.13,28.12,-0.29,20.54,-0.67,0.0,5.25,0.04
407.0,38.56,34.13,28.12,-0.29,20.4,-0.68,0.0,5.25,0.04
407.5,38.5,34.13,28.12,-0.29,20.25,-0.66,0.0,5.25,0.04
408.0,38.44,34.13,28.12,-0.28,20.11,-0.65,0.0,5.25,0.04
408.5,38.44,34.13,28.12,-0.28,19.97,-0.65,0.0,5.25,0.04
409.0,38.44,34.13,28.12,-0.28,19.83,-0.66,0.0,5.25,0.04
409.5,38.38,34.13,28.12,-0.28,19.69,-0.64,0.0,5.25,0.04
410.0,38.38,34.13,28.12,-0.28,19.55,-0.65,0.0,5.25,0.04
410.5,38.31,34.13,28.12,-0.28,19.41,-0.63,0.0,5.25,0.04
411.0,38.31,34.13,28.12,-0.28,19.27,-0.64,0.0,5.25,0.04
411.5,38.25,34.13,28.12,-0.27,19.14,-0.62,0.0,5.25,0.04
412.0,38.19,34.13,28.12,-0.27,19.0,-0.61,0.0,5.25,0.04
412.5,38.25,34.13,28.12,-0.27,18.87,-0.63,0.0,5.25,0.04
413.0,38.13,34.13,28.12,-0.26,18.74,-0.6,0.0,5.25,0.04
413.5,38.06,34.13,28.12,-0.26,18.61,-0.58,0.0,5.25,0.04
414.0,38.0,34.13,28.12,-0.25,18.48,-0.56,0.0,5.25,0.04
414.5,38.0,34.13,28.12,-0.25,18.35,-0.57,0.0,5.25,0.04
415.0,38.0,34.13,28.12,-0.25,18.22,-0.57,0.0,5.25,0.04
415.5,37.88,34.13,28.12,-0.25,18.1,-0.54,0.0,5.25,0.04
416.0,37.88,34.13,28.12,-0.25,17.98,-0.54,0.0,5.25,0.04
416.5,37.81,34.13,28.12,-0.24,17.86,-0.52,0.0,5.25,0.04
417.0,37.81,34.13,28.12,-0.24,17.73,-0.53,0.0,5.25,0.04
417.5,37.75,34.13,28.12,-0.24,17.62,-0.51,0.0,5.25,0.04
418.0,37.75,34.13,28.12,-0.24,17.5,-0.52,0.0,5.25,0.04
418.5,37.69,34.13,28.12,-0.23,17.38,-0.5,0.0,5.25,0.04
419.0,37.63,34.13,28.12,-0.23,17.26,-0.48,0.0,5.25,0.04
419.5,37.63,34.13,28.12,-0.23,17.15,-0.49,0.0,5.25,0.04
420.0,37.56,34.13,28.12,-0.23,17.04,-0.47,0.0,5.25,0.04
420.5,37.5,34.13,28.12,-0.22,16.92,-0.46,0.0,5.25,0.04
421.0,37.5,34.13,28.12,-0.22,16.81,-0.46,0.0,5.25,0.04
421.5,37.44,34.13,28.12,-0.22,16.7,-0.44,0.0,5.25,0.04
422.0,37.44,34.13,28.12,-0.22,16.6,-0.45,0.0,5.25,0.04
422.5,37.38,34.13,28.12,-0.21,16.49,-0.43,0.0,5.25,0.04
423.0,37.31,34.13,28.12,-0.21,16.38,-0.41,0.0,5.25,0.04
423.5,37.25,34.13,28.12,-0.21,16.28,-0.4,0.0,5.25,0.04
424.0,37.19,34.13,28.12,-0.2,16.18,-0.38,0.0,5.25,0.04
424.5,37.13,34.13,28.12,-0.2,16.08,-0.36,0.0,5.25,0.04
425.0,37.13,34.13,28.12,-0.2,15.98,-0.37,0.0,5.25,0.04
425.5,37.06,34.13,28.12,-0.19,15.89,-0.35,0.0,5.25,0.04
426.0,37.0,34.13,28.12,-0.19,15.79,-0.33,0.0,5.25,0.04
426.5,37.0,34.13,28.12,-0.19,15.7,-0.33,0.0,5.25,0.04
427.0,36.94,34.13,28.12,-0.19,15.6,-0.32,0.0,5.25,0.04
427.5,36.88,34.13,28.12,-0.18,15.51,-0.3,0.0,5.25,0.04
428.0,36.88,34.13,28.12,-0.18,15.42,-0.3,0.0,5.25,0.04
428.5,36.81,34.13,28.12,-0.18,15.34,-0.28,0.0,5.25,0.04
429.0,36.75,34.13,28.12,-0.17,15.25,-0.27,0.0,5.25,0.04
429.5,36.75,34.13,28.12,-0.17,15.16,-0.27,0.0,5.25,0.04
430.0,36.69,34.13,28.12,-0.17,15.08,-0.25,0.0,5.25,0.04
430.5,36.63,34.13,28.12,-0.16,15.0,-0.23,0.0,5.25,0.04
431.0,36.63,34.13,28.12,-0.16,14.91,-0.24,0.0,5.25,0.04
431.5,36.63,34.13,28.12,-0.16,14.83,-0.24,0.0,5.25,0.04
432.0,36.56,34.13,28.12,-0.16,14.75,-0.22,0.0,5.25,0.04
432.5,36.5,34.13,28.12,-0.16,14.67,-0.2,0.0,5.25,0.04
433.0,36.44,34.13,28.12,-0.15,14.6,-0.19,0.0,5.25,0.04
433.5,36.38,34.13,28.12,-0.15,14.52,-0.17,0.0,5.25,0.04
434.0,36.38,34.13,28.12,-0.15,14.45,-0.17,0.0,5.25,0.04
434.5,36.31,34.13,28.12,-0.14,14.38,-0.15,0.0,5.25,0.04
435.0,36.31,34.13,28.12,-0.14,14.31,-0.16,0.0,5.25,0.04
435.5,36.25,34.13,28.12,-0.14,14.24,-0.14,0.0,5.25,0.04
436.0,36.19,34.13,28.12,-0.14,14.17,-0.12,0.0,5.25,0.04
436.5,36.13,34.13,28.12,-0.13,14.1,-0.1,0.0,5.25,0.04
437.0,36.06,34.13,28.12,-0.13,14.04,-0.08,0.0,5.25,0.04
437.5,36.06,34.13,28.12,-0.13,13.97,-0.08,0.0,5.25,0.04
438.0,36.06,34.13,28.12,-0.13,13.91,-0.09,0.0,5.25,0.04
438.5,36.0,34.13,28.12,-0.12,13.85,-0.07,0.0,5.25,0.04
439.0,35.94,34.13,28.12,-0.12,13.79,-0.05,0.0,5.25,0.04
439.5,35.94,34.13,28.12,-0.12,13.73,-0.05,0.0,5.25,0.04
440.0,35.88,34.13,28.12,-0.12,13.67,-0.03,0.0,5.25,0.04
440.5,35.88,34.13,28.12,-0.12,13.61,-0.03,0.0,5.25,0.04
441.0,35.81,34.13,28.12,-0.11,13.56,-0.01,0.0,5.25,0.04
441.5,35.75,34.13,28.12,-0.11,13.51,0.01,1.0,5.25,0.04
442.0,35.75,34.13,28.12,-0.11,13.45,0.0,0.0,5.25,0.04
442.5,35.69,34.13,28.12,-0.1,13.4,0.02,5.0,5.25,0.04
443.0,35.63,34.13,28.12,-0.1,13.35,0.04,10.0,5.25,0.04
443.5,35.63,34.13,28.12,-0.1,13.3,0.04,10.0,5.25,0.04
444.0,35.56,34.13,28.12,-0.09,13.25,0.06,15.0,5.25,0.04
444.5,35.5,34.13,28.12,-0.09,13.21,0.08,20.0,5.25,0.04
445.0,35.5,34.13,28.12,-0.09,13.16,0.08,19.0,5.25,0.04
445.5,35.44,34.13,28.12,-0.09,13.12,0.1,24.0,5.25,0.04
446.0,35.44,34.13,28.12,-0.09,13.08,0.1,24.0,5.25,0.04
446.5,35.44,34.13,28.12,-0.09,13.03,0.09,23.0,5.25,0.04
447.0,35.38,34.13,28.12,-0.08,12.99,0.11,28.0,5.25,0.04
447.5,35.31,34.13,28.12,-0.08,12.95,0.13,34.0,5.25,0.04
448.0,35.31,34.13,28.12,-0.08,12.92,0.13,33.0,5.25,0.04
448.5,35.25,34.13,28.12,-0.07,12.88,0.15,38.0,5.25,0.04
449.0,35.25,34.13,28.12,-0.07,12.84,0.15,38.0,5.25,0.04
449.5,35.13,34.13,28.12,-0.07,12.81,0.19,49.0,5.25,0.04
450.0,35.13,34.13,28.12,-0.07,12.78,0.19,48.0,5.25,0.04
450.5,35.13,34.13,28.12,-0.07,12.74,0.19,48.0,5.25,0.04
451.0,35.0,34.13,28.12,-0.06,12.71,0.23,59.0,5.25,0.04
451.5,35.0,34.13,28.12,-0.06,12.69,0.23,58.0,5.25,0.04
452.0,35.0,34.13,28.12,-0.06,12.66,0.23,58.0,5.25,0.04
452.5,35.0,34.13,28.12,-0.06,12.63,0.23,58.0,5.25,0.04
453.0,34.94,34.13,28.12,-0.05,12.6,0.25,63.0,5.25,0.04
453.5,34.94,34.13,28.12,-0.05,12.57,0.25,63.0,5.25,0.04
454.0,34.94,34.13,28.12,-0.05,12.55,0.25,62.0,5.25,0.04
454.5,34.94,34.13,28.12,-0.05,12.52,0.24,62.0,5.25,0.04
455.0,34.81,34.13,28.12,-0.05,12.5,0.29,73.0,5.25,0.04
455.5,34.88,34.13,28.12,-0.05,12.47,0.26,67.0,5.25,0.04
456.0,34.81,34.13,28.12,-0.05,12.45,0.29,72.0,5.25,0.04
456.5,34.81,34.13,28.12,-0.05,12.43,0.28,72.0,5.25,0.04
457.0,34.81,34.13,28.12,-0.05,12.41,0.28,72.0,5.25,0.04
457.5,34.75,34.13,28.12,-0.04,12.38,0.3,77.0,5.25,0.04
458.0,34.69,34.13,28.12,-0.04,12.37,0.32,82.0,5.25,0.04
458.5,34.69,34.13,28.12,-0.04,12.35,0.32,82.0,5.25,0.04
459.0,34.69,34.13,28.12,-0.04,12.33,0.32,82.0,5.25,0.04
459.5,34.69,34.13,28.12,-0.04,12.31,0.32,82.0,5.25,0.04
460.0,34.63,34.13,28.12,-0.03,12.29,0.34,87.0,5.25,0.04
460.5,34.63,34.13,28.12,-0.03,12.28,0.34,87.0,5.25,0.04
461.0,34.63,34.13,28.12,-0.03,12.26,0.34,87.0,5.25,0.04
461.5,34.56,34.13,28.12,-0.03,12.25,0.36,92.0,5.25,0.04
462.0,34.56,34.13,28.12,-0.03,12.23,0.36,92.0,5.25,0.04
462.5,34.56,34.13,28.12,-0.03,12.22,0.36,92.0,5.25,0.04
463.0,34.5,34.13,28.12,-0.02,12.21,0.38,97.0,5.25,0.04
463.5,34.5,34.13,28.12,-0.02,12.19,0.38,97.0,5.25,0.04
464.0,34.5,34.13,28.12,-0.02,12.18,0.38,97.0,5.25,0.04
464.5,34.44,34.13,28.12,-0.02,12.17,0.4,102.0,5.25,0.04
465.0,34.44,34.13,28.12,-0.02,12.16,0.4,102.0,5.25,0.04
465.5,34.5,34.13,28.12,-0.02,12.15,0.38,97.0,5.25,0.04
466.0,34.44,34.13,28.12,-0.02,12.14,0.4,102.0,5.25,0.04
466.5,34.44,34.13,28.12,-0.02,12.13,0.4,102.0,5.25,0.04
467.0,34.38,34.13,28.12,-0.02,12.12,0.42,107.0,5.25,0.04
467.5,34.38,34.13,28.12,-0.02,12.11,0.42,107.0,5.25,0.04
